Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Transmembrane	Subcellular location [CC]
Q6B4M5	PAR6A_RAT	reviewed	Partitioning defective 6 homolog alpha (PAR-6) (PAR-6 alpha) (PAR-6A)	Pard6a Par-6a Par6a	Rattus norvegicus (Rat)	346		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Cell membrane {ECO:0000250}. Cell junction, tight junction {ECO:0000250}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriolar satellite {ECO:0000250|UniProtKB:Q9NPB6}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250|UniProtKB:Q9NPB6}. Note=Colocalizes with GTP-bound CDC42 or RAC1 at membrane ruffles and with PARD3 at epithelial tight junctions. Recruited to the centrosome by a microtubule and dynein-dynactin-dependent mechanism. {ECO:0000250|UniProtKB:Q9NPB6}.
Q64303	PAK2_RAT	reviewed	Serine/threonine-protein kinase PAK 2 (EC 2.7.11.1) (Gamma-PAK) (p21-activated kinase 2) (PAK-2) [Cleaved into: PAK-2p27; PAK-2p34]	Pak2	Rattus norvegicus (Rat)	524		SUBCELLULAR LOCATION: Serine/threonine-protein kinase PAK 2: Cytoplasm {ECO:0000250}. Note=MYO18A mediates the cellular distribution of the PAK2-ARHGEF7-GIT1 complex to the inner surface of the cell membrane. {ECO:0000250}.; SUBCELLULAR LOCATION: PAK-2p34: Nucleus {ECO:0000250}. Cytoplasm, perinuclear region {ECO:0000250}. Membrane {ECO:0000250}; Lipid-anchor {ECO:0000250}. Note=Interaction with ARHGAP10 probably changes PAK-2p34 location to cytoplasmic perinuclear region. {ECO:0000250}.
Q9JJ40	NHRF3_RAT	reviewed	Na(+)/H(+) exchange regulatory cofactor NHE-RF3 (NHERF-3) (C-terminal-linking and modulating protein) (Dietary Pi-regulated RNA-1) (Diphor-1) (Na(+)/H(+) exchanger regulatory factor 3) (Na/Pi cotransporter C-terminal-associated protein 1) (NaPi-Cap1) (PDZ domain-containing protein 1) (Sodium-hydrogen exchanger regulatory factor 3)	Pdzk1 Clamp Diphor1 Nherf3	Rattus norvegicus (Rat)	523		SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:10829064}; Peripheral membrane protein {ECO:0000269|PubMed:10829064}. Cell membrane {ECO:0000250|UniProtKB:Q9JIL4}. Note=Associated with peripheral membranes. Localizes to the apical compartment of proximal tubular cells and to sinusoidal liver membranes. {ECO:0000269|PubMed:10829064}.
P97570	PLPL9_RAT	reviewed	85/88 kDa calcium-independent phospholipase A2 (CaI-PLA2) (EC 3.1.1.4) (Group VI phospholipase A2) (GVI PLA2) (Intracellular membrane-associated calcium-independent phospholipase A2 beta) (iPLA2-beta) (Patatin-like phospholipase domain-containing protein 9) (PNPLA9)	Pla2g6 Pnpla9	Rattus norvegicus (Rat)	807		SUBCELLULAR LOCATION: Isoform Long: Membrane {ECO:0000250}; Peripheral membrane protein. Note=Recruited to the membrane-enriched pseudopod upon MCP1/CCL2 stimulation in monocytes. {ECO:0000250}.; SUBCELLULAR LOCATION: Isoform Short: Cytoplasm {ECO:0000250}.
P97608	OPLA_RAT	reviewed	5-oxoprolinase (EC 3.5.2.9) (5-oxo-L-prolinase) (5-OPase) (Pyroglutamase)	Oplah	Rattus norvegicus (Rat)	1288		
Q64122	MYL9_RAT	reviewed	Myosin regulatory light polypeptide 9 (Myosin regulatory light chain 2, smooth muscle isoform) (Myosin regulatory light chain 9)	Myl9 Myrl2	Rattus norvegicus (Rat)	171		
P97881	MUC13_RAT	reviewed	Mucin-13 (MUC-13)	Muc13	Rattus norvegicus (Rat)	547	TRANSMEM 459 479 Helical. {ECO:0000255}.	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}. Secreted {ECO:0000250}. Note=Also exists as a soluble form. {ECO:0000250}.
Q5H8A2	NMS_RAT	reviewed	Neuromedin-S	Nms	Rattus norvegicus (Rat)	152		SUBCELLULAR LOCATION: Secreted {ECO:0000250}.
Q8K1Q0	NMT1_RAT	reviewed	Glycylpeptide N-tetradecanoyltransferase 1 (EC 2.3.1.97) (Myristoyl-CoA:protein N-myristoyltransferase 1) (NMT 1) (Type I N-myristoyltransferase) (Peptide N-myristoyltransferase 1)	Nmt1	Rattus norvegicus (Rat)	496		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P30419}. Cytoplasm, cytosol {ECO:0000250|UniProtKB:P30419}. Membrane {ECO:0000250|UniProtKB:P30419}; Peripheral membrane protein {ECO:0000250|UniProtKB:P30419}. Note=Copurifies with ribosomes. {ECO:0000250|UniProtKB:P30419}.
P52591	PO121_RAT	reviewed	Nuclear envelope pore membrane protein POM 121 (Nucleoporin Nup121) (Pore membrane protein of 121 kDa) (p145)	Pom121 Nup121	Rattus norvegicus (Rat)	1199	TRANSMEM 57 77 Helical. {ECO:0000255}.	SUBCELLULAR LOCATION: Nucleus, nuclear pore complex {ECO:0000269|PubMed:11448991}. Nucleus membrane {ECO:0000269|PubMed:11448991}; Single-pass membrane protein {ECO:0000269|PubMed:11448991}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:11448991}; Single-pass membrane protein {ECO:0000269|PubMed:11448991}. Note=Stably associated with the NPC throughout interphase and the endoplasmic reticulum during metaphase.
B0BN44	P5I13_RAT	reviewed	Tumor protein p53-inducible protein 13	Tp53i13 Trp53i13	Rattus norvegicus (Rat)	388	TRANSMEM 305 325 Helical. {ECO:0000255}.	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}; Extracellular side {ECO:0000305}. Cytoplasm {ECO:0000250}. Note=Associates with unknown subcellular structures in the cytoplasm. {ECO:0000250}.
O88483	PDP1_RAT	reviewed	[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial (PDP 1) (EC 3.1.3.43) (Protein phosphatase 2C) (Pyruvate dehydrogenase phosphatase catalytic subunit 1) (PDPC 1)	Pdp1 Ppm2c	Rattus norvegicus (Rat)	538		SUBCELLULAR LOCATION: Mitochondrion matrix.
P02625	PRVA_RAT	reviewed	Parvalbumin alpha	Pvalb Pva	Rattus norvegicus (Rat)	110		
Q9WUI9	NCOA2_RAT	reviewed	Nuclear receptor coactivator 2 (NCoA-2) (Transcriptional intermediary factor 2)	Ncoa2 Tif2	Rattus norvegicus (Rat)	1465		SUBCELLULAR LOCATION: Nucleus.
P20069	MPPA_RAT	reviewed	Mitochondrial-processing peptidase subunit alpha (Alpha-MPP) (P-55)	Pmpca Mppa	Rattus norvegicus (Rat)	524		SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:2236012}. Mitochondrion inner membrane {ECO:0000250|UniProtKB:Q10713}.
Q10728	MYPT1_RAT	reviewed	Protein phosphatase 1 regulatory subunit 12A (MBSP) (Myosin phosphatase-targeting subunit 1) (Myosin phosphatase target subunit 1) (Protein phosphatase myosin-binding subunit) (Protein phosphatase subunit 1M) (PP-1M) (Serine/threonine protein phosphatase PP1 smooth muscle regulatory subunit M110)	Ppp1r12a Mbs Mypt1	Rattus norvegicus (Rat)	1032		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:O14974}. Cytoplasm, cytoskeleton, stress fiber {ECO:0000250|UniProtKB:O14974}. Note=Also along actomyosin filaments. {ECO:0000250|UniProtKB:O14974}.
Q641Y0	OST48_RAT	reviewed	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit (DDOST 48 kDa subunit) (Oligosaccharyl transferase 48 kDa subunit)	Ddost	Rattus norvegicus (Rat)	441	TRANSMEM 413 432 Helical. {ECO:0000255}.	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q29381}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q29381}.
Q9EPU2	NCOA3_RAT	reviewed	Nuclear receptor coactivator 3 (NCoA-3) (EC 2.3.1.48) (Amplified in breast cancer-1 protein homolog) (AIB-1) (Fragment)	Ncoa3 Aib1	Rattus norvegicus (Rat)	1082		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}. Note=Mainly cytoplasmic and weakly nuclear. Upon TNF activation and subsequent phosphorylation, it translocates from the cytoplasm to the nucleus (By similarity). {ECO:0000250}.
Q5XIG0	NUDT9_RAT	reviewed	ADP-ribose pyrophosphatase, mitochondrial (EC 3.6.1.13) (ADP-ribose diphosphatase) (ADP-ribose phosphohydrolase) (Adenosine diphosphoribose pyrophosphatase) (ADPR-PPase) (Nucleoside diphosphate-linked moiety X motif 9) (Nudix motif 9)	Nudt9	Rattus norvegicus (Rat)	350		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250}.
P13383	NUCL_RAT	reviewed	Nucleolin (Protein C23)	Ncl Nuc	Rattus norvegicus (Rat)	713		SUBCELLULAR LOCATION: Nucleus, nucleolus. Cytoplasm {ECO:0000250}. Note=Localized in cytoplasmic mRNP granules containing untranslated mRNAs. {ECO:0000250}.
P0C7L8	PPR3E_RAT	reviewed	Protein phosphatase 1 regulatory subunit 3E	Ppp1r3e	Rattus norvegicus (Rat)	279		
Q5U2V4	PLBL1_RAT	reviewed	Phospholipase B-like 1 (EC 3.1.1.-) (LAMA-like protein 1) (Lamina ancestor homolog 1) (Phospholipase B domain-containing protein 1) [Cleaved into: Phospholipase B-like 1 chain A; Phospholipase B-like 1 chain B; Phospholipase B-like 1 chain C]	Plbd1	Rattus norvegicus (Rat)	550		SUBCELLULAR LOCATION: Lysosome {ECO:0000250}.
D3ZY60	PKHA8_RAT	reviewed	Pleckstrin homology domain-containing family A member 8 (PH domain-containing family A member 8) (Phosphatidylinositol-four-phosphate adapter protein 2) (FAPP-2) (Phosphoinositol 4-phosphate adapter protein 2)	Plekha8 Fapp2	Rattus norvegicus (Rat)	520		SUBCELLULAR LOCATION: Golgi apparatus, trans-Golgi network membrane {ECO:0000250|UniProtKB:Q96JA3}. Membrane {ECO:0000250|UniProtKB:Q96JA3}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q96JA3}. Note=Binds through its PH domain to PtdIns(4)P and ARF1, and subsequently localizes to TGN exit sites. {ECO:0000250|UniProtKB:Q96JA3}.
Q8R416	PKR1_RAT	reviewed	Prokineticin receptor 1 (PK-R1) (G-protein coupled receptor 73) (G-protein coupled receptor ZAQ)	Prokr1 Gpr73 Pkr1	Rattus norvegicus (Rat)	393	TRANSMEM 63 83 Helical; Name=1. {ECO:0000255}.; TRANSMEM 99 119 Helical; Name=2. {ECO:0000255}.; TRANSMEM 146 166 Helical; Name=3. {ECO:0000255}.; TRANSMEM 180 200 Helical; Name=4. {ECO:0000255}.; TRANSMEM 233 253 Helical; Name=5. {ECO:0000255}.; TRANSMEM 283 303 Helical; Name=6. {ECO:0000255}.; TRANSMEM 323 343 Helical; Name=7. {ECO:0000255}.	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q6AYT8	MPZL1_RAT	reviewed	Myelin protein zero-like protein 1	Mpzl1	Rattus norvegicus (Rat)	270	TRANSMEM 163 183 Helical. {ECO:0000255}.	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.
Q62862	MP2K5_RAT	reviewed	Dual specificity mitogen-activated protein kinase kinase 5 (MAP kinase kinase 5) (MAPKK 5) (EC 2.7.12.2) (MAPK/ERK kinase 5) (MEK 5)	Map2k5 Mek5 Mkk5 Prkmk5	Rattus norvegicus (Rat)	448		SUBCELLULAR LOCATION: Isoform Beta: Cytoplasm, cytosol.; SUBCELLULAR LOCATION: Isoform Alpha-1: Membrane. Note=The alternatively spliced exon in alpha isoform resemble conserved sequences that mediate interactions with the cytoskeleton, thereby explaining the differential localization.; SUBCELLULAR LOCATION: Isoform Alpha-2: Membrane. Note=The alternatively spliced exon in alpha isoform resemble conserved sequences that mediate interactions with the cytoskeleton, thereby explaining the differential localization.
P42676	NEUL_RAT	reviewed	Neurolysin, mitochondrial (EC 3.4.24.16) (Microsomal endopeptidase) (MEP) (Mitochondrial oligopeptidase M) (Neurotensin endopeptidase)	Nln	Rattus norvegicus (Rat)	704		SUBCELLULAR LOCATION: Mitochondrion intermembrane space. Cytoplasm.
Q68FT1	COQ9_RAT	reviewed	Ubiquinone biosynthesis protein COQ9, mitochondrial	Coq9	Rattus norvegicus (Rat)	312		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:Q8K1Z0}.
Q00657	CSPG4_RAT	reviewed	Chondroitin sulfate proteoglycan 4 (Chondroitin sulfate proteoglycan NG2) (HSN tumor-specific antigen)	Cspg4 Ng2	Rattus norvegicus (Rat)	2326	TRANSMEM 2226 2250 Helical. {ECO:0000255}.	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:15504744, ECO:0000269|PubMed:1906475}; Single-pass type I membrane protein {ECO:0000269|PubMed:1906475}; Extracellular side {ECO:0000269|PubMed:1906475}. Apical cell membrane {ECO:0000269|PubMed:15504744}; Single-pass type I membrane protein {ECO:0000269|PubMed:1906475}; Extracellular side {ECO:0000269|PubMed:1906475}. Cell projection, lamellipodium membrane {ECO:0000269|PubMed:15504744}; Single-pass type I membrane protein {ECO:0000269|PubMed:1906475}; Extracellular side {ECO:0000269|PubMed:1906475}. Cell surface {ECO:0000269|PubMed:2269670, ECO:0000269|PubMed:8305732, ECO:0000269|PubMed:8590808}. Note=Localizes to the plasma membrane of oligodendrocytes (By similarity). Localized at the apical plasma membrane it relocalizes to the lamellipodia of astrocytoma upon phosphorylation by PRKCA (PubMed:15504744). Localizes to the retraction fibers (PubMed:11493670). A fraction may undergo cell surface proteolysis and secretion. {ECO:0000250|UniProtKB:Q8VHY0, ECO:0000269|PubMed:11493670, ECO:0000269|PubMed:15504744}.
P28648	CD63_RAT	reviewed	CD63 antigen (Mast cell antigen AD1) (CD antigen CD63)	Cd63	Rattus norvegicus (Rat)	238	TRANSMEM 12 32 Helical. {ECO:0000255}.; TRANSMEM 52 72 Helical. {ECO:0000255}.; TRANSMEM 82 102 Helical. {ECO:0000255}.; TRANSMEM 204 224 Helical. {ECO:0000255}.	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:1634775}; Multi-pass membrane protein {ECO:0000255}. Lysosome membrane {ECO:0000269|PubMed:1634775}; Multi-pass membrane protein. Late endosome membrane {ECO:0000250|UniProtKB:P08962}; Multi-pass membrane protein {ECO:0000255}. Endosome, multivesicular body {ECO:0000250|UniProtKB:P08962}. Melanosome {ECO:0000250|UniProtKB:P08962}. Secreted, extracellular exosome {ECO:0000250|UniProtKB:P08962}. Cell surface {ECO:0000269|PubMed:1703158}. Note=Also found in Weibel-Palade bodies of endothelial cells. Located in platelet dense granules. Detected in a subset of pre-melanosomes. Detected on intralumenal vesicles (ILVs) within multivesicular bodies. {ECO:0000250|UniProtKB:P08962}.
P32738	CLAT_RAT	reviewed	Choline O-acetyltransferase (CHOACTase) (ChAT) (Choline acetylase) (EC 2.3.1.6)	Chat	Rattus norvegicus (Rat)	640		
Q9EQV9	CBPB2_RAT	reviewed	Carboxypeptidase B2 (EC 3.4.17.20) (Carboxypeptidase R) (CPR) (Carboxypeptidase U) (CPU) (Thrombin-activable fibrinolysis inhibitor) (TAFI)	Cpb2	Rattus norvegicus (Rat)	422		SUBCELLULAR LOCATION: Secreted.
D0Q0Y7	CNIH3_RAT	reviewed	Protein cornichon homolog 3 (CNIH-3) (Cornichon family AMPA receptor auxiliary protein 3)	Cnih3	Rattus norvegicus (Rat)	160	TRANSMEM 11 31 Helical. {ECO:0000255}.; TRANSMEM 73 93 Helical. {ECO:0000255}.; TRANSMEM 139 159 Helical. {ECO:0000255}.	SUBCELLULAR LOCATION: Cell junction, synapse, Postsynapse, postsynaptic cell membrane {ECO:0000269|PubMed:19265014}; Multi-pass membrane protein {ECO:0000269|PubMed:19265014}. Note=Also localizes to the cell membrane of extrasynaptic sites (dendritic shafts, spines of pyramidal cells).
P63036	DNJA1_RAT	reviewed	DnaJ homolog subfamily A member 1 (DnaJ-like protein 1) (Heat shock protein J2) (HSJ-2)	Dnaja1 Hsj2 Rdj1	Rattus norvegicus (Rat)	397		SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Lipid-anchor {ECO:0000250}. Cytoplasm {ECO:0000269|PubMed:10816573}. Microsome {ECO:0000269|PubMed:10816573}. Mitochondrion {ECO:0000269|PubMed:10816573}. Nucleus {ECO:0000269|PubMed:10816573}. Cytoplasm, perinuclear region {ECO:0000250}. Note=Primarily cytoplasmic and associated with microsomes. A minor proportion is associated with nuclei and mitochondria.
Q62715	DEF2_RAT	reviewed	Neutrophil antibiotic peptide NP-2 (RatNP-2) (Neutrophil defensin 2)	Defa	Rattus norvegicus (Rat)	94		SUBCELLULAR LOCATION: Secreted.
P84060	DTNB_RAT	reviewed	Dystrobrevin beta (DTN-B) (Beta-dystrobrevin)	Dtnb	Rattus norvegicus (Rat)	654		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
Q5M7V7	FAKD2_RAT	reviewed	FAST kinase domain-containing protein 2, mitochondrial	Fastkd2	Rattus norvegicus (Rat)	679		SUBCELLULAR LOCATION: Mitochondrion matrix, mitochondrion nucleoid {ECO:0000250|UniProtKB:Q9NYY8}. Note=Localizes to mitochondrial RNA granules found in close proximity to the mitochondrial nucleoids. {ECO:0000250|UniProtKB:Q9NYY8}.
Q9JHY8	DNLI1_RAT	reviewed	DNA ligase 1 (EC 6.5.1.1) (DNA ligase I) (Polydeoxyribonucleotide synthase [ATP] 1)	Lig1	Rattus norvegicus (Rat)	918		SUBCELLULAR LOCATION: Nucleus.
O08878	GPER1_RAT	reviewed	G-protein coupled estrogen receptor 1 (Chemoattractant receptor-like 2) (G protein-coupled estrogen receptor 1) (G-protein coupled receptor 30) (G-protein coupled receptor 41) (Membrane estrogen receptor) (mER)	Gper1 Cmkrl2 Gper Gpr30 Gpr41	Rattus norvegicus (Rat)	375	TRANSMEM 63 84 Helical; Name=1. {ECO:0000255}.; TRANSMEM 97 120 Helical; Name=2. {ECO:0000255}.; TRANSMEM 133 153 Helical; Name=3. {ECO:0000255}.; TRANSMEM 176 194 Helical; Name=4. {ECO:0000255}.; TRANSMEM 221 236 Helical; Name=5. {ECO:0000255}.; TRANSMEM 260 280 Helical; Name=6. {ECO:0000255}.; TRANSMEM 307 327 Helical; Name=7. {ECO:0000255}.	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}. Cytoplasm, perinuclear region {ECO:0000250}. Cytoplasm {ECO:0000269|PubMed:22919059}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:22919059}. Cytoplasmic vesicle membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Cell membrane; Multi-pass membrane protein. Basolateral cell membrane; Multi-pass membrane protein. Endoplasmic reticulum membrane {ECO:0000269|PubMed:21242460}; Multi-pass membrane protein {ECO:0000250}. Early endosome {ECO:0000250}. Recycling endosome {ECO:0000250}. Golgi apparatus, trans-Golgi network {ECO:0000250}. Golgi apparatus membrane {ECO:0000269|PubMed:21242460, ECO:0000269|PubMed:22919059}; Multi-pass membrane protein. Cell projection, Neuron projection, dendrite. Cell projection, Neuron projection, dendritic spine, dendritic spine membrane {ECO:0000269|PubMed:22919059, ECO:0000269|PubMed:23300088}; Multi-pass membrane protein. Cell projection, Neuron projection, axon {ECO:0000269|PubMed:22919059}. Cell junction, synapse, Postsynapse, postsynaptic density {ECO:0000269|PubMed:22919059, ECO:0000269|PubMed:23300088}. Mitochondrion membrane {ECO:0000269|PubMed:22919059}; Multi-pass membrane protein. Note=Endocytosed in an agonist- and arrestin-independent manner. Colocalized with RAMP3 and clathrin-coated pits at the plasma membrane. Colocalized with transferrin receptor at the plasma membrane and perinuclear region. Accumulated and colocalized with RAB11 proteins in recycling endosomes and trans-Golgi network (TGN), but does neither recycle back to the cell surface nor traffics to late endosome or lysosome. Colocalized with calnexin in the endoplasmic reticulum. Traffics to intracellular sites via cytokeratin intermediate filaments like KRT7 and KRT8 after constitutive endocytosis in epithelial cells. Colocalized with EGFR in the nucleus of agonist-induced cancer-associated fibroblasts (CAF) (By similarity). Colocalized with BSN to the active zone of presynaptic density. Colocalized with DLG4/PSD95 and neurabin-2 PPP1R9B in neuronal synaptosomes. {ECO:0000250}.
Q8CIZ5	DMBT1_RAT	reviewed	Deleted in malignant brain tumors 1 protein (Ebnerin) (Hensin) (Pancrin)	Dmbt1	Rattus norvegicus (Rat)	1418	TRANSMEM 1383 1403 Helical. {ECO:0000255}.	SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:7629065}. Cytoplasmic vesicle, secretory vesicle membrane {ECO:0000250}; Single-pass membrane protein {ECO:0000250}; Lumenal side {ECO:0000250}. Note=Localized to the lumenal aspect of crypt cells in the small intestine. In the colon, seen in the lumenal aspect of surface epithelial cells (By similarity). Formed in the ducts of von Ebner gland and released into the fluid bathing the taste buds contained in the taste papillae. {ECO:0000250}.
C9WPN6	IF2H_RAT	reviewed	Eukaryotic translation initiation factor 2 subunit 3, Y-linked (Eukaryotic translation initiation factor 2 subunit gamma, Y-linked) (eIF-2-gamma Y)	Eif2s3y	Rattus norvegicus (Rat)	472		
P09011	MIP_RAT	reviewed	Lens fiber major intrinsic protein (Aquaporin-0) (MIP26) (MP26) (Fragment)	Mip	Rattus norvegicus (Rat)	261	TRANSMEM 7 30 Helical. {ECO:0000250}.; TRANSMEM 37 59 Helical. {ECO:0000250}.; TRANSMEM 83 105 Helical. {ECO:0000250}.; TRANSMEM 125 145 Helical. {ECO:0000250}.; TRANSMEM 158 174 Helical. {ECO:0000250}.; TRANSMEM 199 217 Helical. {ECO:0000250}.	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:P30301}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q6J8I9}. Cell junction, gap junction {ECO:0000250|UniProtKB:P30301}.
Q64298	MCSP_RAT	reviewed	Sperm mitochondrial-associated cysteine-rich protein	Smcp Mcs Mcsp	Rattus norvegicus (Rat)	145		SUBCELLULAR LOCATION: Cytoplasm. Mitochondrion membrane {ECO:0000305}; Peripheral membrane protein {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Note=Becomes associated with the spermatid mitochondrion capsule at step 16 of spermatogenesis. {ECO:0000250}.
P97697	IMPA1_RAT	reviewed	Inositol monophosphatase 1 (IMP 1) (IMPase 1) (EC 3.1.3.25) (D-galactose 1-phosphate phosphatase) (EC 3.1.3.94) (Inositol-1(or 4)-monophosphatase 1) (Lithium-sensitive myo-inositol monophosphatase A1)	Impa1 Imp	Rattus norvegicus (Rat)	277		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P29218}.
Q6I7R3	ISOC1_RAT	reviewed	Isochorismatase domain-containing protein 1 (Down-regulated in nephrectomized rat kidney protein 1) (DR-NR1)	Isoc1	Rattus norvegicus (Rat)	297		
Q62726	ICK_RAT	reviewed	Serine/threonine-protein kinase ICK (EC 2.7.11.1) (Intestinal cell kinase) (MAK-related kinase) (MRK)	Ick	Rattus norvegicus (Rat)	629		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:8570168}. Cell projection, cilium {ECO:0000250|UniProtKB:Q9JKV2}. Nucleus {ECO:0000250|UniProtKB:Q9UPZ9}. Cytoplasm, cytoskeleton, cilium basal body {ECO:0000250|UniProtKB:Q9JKV2}. Note=Also found at the ciliary tip. {ECO:0000250|UniProtKB:Q9JKV2}.
Q4QQW3	HOT_RAT	reviewed	Hydroxyacid-oxoacid transhydrogenase, mitochondrial (HOT) (EC 1.1.99.24) (Alcohol dehydrogenase iron-containing protein 1) (ADHFe1)	Adhfe1	Rattus norvegicus (Rat)	467		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:3182820}.
