"noiso"	"SPC"	"geneName"	"Transmembrane"	"CC"	"CD"	"CSPA..e"	"HLA"
"P00731"	0	"Cpa1 Cpa"	""	"SUBCELLULAR LOCATION: Secreted."	NA	NA	NA
"Q6P7D4"	1	"Cyp20a1"	"TRANSMEM 4 24 Helical. {ECO:0000255}."	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}."	NA	NA	NA
"P14141"	0	"Ca3"	""	"SUBCELLULAR LOCATION: Cytoplasm."	NA	NA	NA
"Q62845"	1	"Cntn4"	""	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Lipid-anchor, GPI-anchor {ECO:0000250}. Secreted {ECO:0000269|PubMed:16806532}."	NA	NA	NA
"Q63690"	2	"Bax"	"TRANSMEM 172 192 Helical. {ECO:0000255}."	"SUBCELLULAR LOCATION: Isoform Alpha: Mitochondrion outer membrane {ECO:0000250|UniProtKB:Q07812}; Single-pass membrane protein {ECO:0000255}. Cytoplasm {ECO:0000250|UniProtKB:Q07812}. Note=Colocalizes with 14-3-3 proteins in the cytoplasm. Under stress conditions, undergoes a conformation change that causes release from JNK-phosphorylated 14-3-3 proteins and translocation to the mitochondrion membrane (By similarity). {ECO:0000250|UniProtKB:Q07812}.; SUBCELLULAR LOCATION: Isoform Beta: Cytoplasm {ECO:0000250}.; SUBCELLULAR LOCATION: Isoform Gamma: Cytoplasm {ECO:0000250}."	NA	NA	NA
"Q64623"	0	"Dusp1 Cl100 Mkp1 Ptpn16"	""	"SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q91790}."	NA	NA	NA
"P50609"	0	"Fmod"	""	"SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix."	NA	NA	NA
"P36380"	3	"Gjb4 Cxn-30.3"	"TRANSMEM 21 40 Helical. {ECO:0000250|UniProtKB:P29033}.; TRANSMEM 74 94 Helical. {ECO:0000250|UniProtKB:P29033}.; TRANSMEM 131 151 Helical. {ECO:0000250|UniProtKB:P29033}.; TRANSMEM 185 205 Helical. {ECO:0000250|UniProtKB:P29033}."	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q02738}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q02738}. Cell junction, gap junction {ECO:0000250|UniProtKB:Q02738}. Note=Colocalizes with GJB2 at gap junction plaques in the cochlea. {ECO:0000250|UniProtKB:Q02738}."	NA	NA	NA
"Q32ZI2"	0	"Defb9"	""	"SUBCELLULAR LOCATION: Secreted {ECO:0000250}."	NA	NA	NA
"P05197"	0	"Eef2"	""	"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P13639}. Nucleus {ECO:0000250|UniProtKB:P13639}. Note=Phosphorylation by CSK promotes cleavage and SUMOylation-dependent nuclear translocation of the C-terminal cleavage product. {ECO:0000250|UniProtKB:P13639}."	NA	NA	NA
"O35303"	0	"Dnm1l Dlp1 Drp1"	""	"SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250}. Golgi apparatus {ECO:0000250}. Endomembrane system; Peripheral membrane protein. Mitochondrion outer membrane; Peripheral membrane protein. Peroxisome {ECO:0000250}. Membrane, clathrin-coated pit. Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane. Note=Mainly cytosolic. Translocated to the mitochondrial membrane through O-GlcNAcylation and interaction with FIS1. Colocalized with MARCH5 at mitochondrial membrane. Localizes to mitochondria at sites of division. Localizes to mitochondria following necrosis induction. Associated with peroxisomal membranes, partly recruited there by PEX11B. May also be associated with endoplasmic reticulum tubules and cytoplasmic vesicles and found to be perinuclear. In some cell types, localizes to the Golgi complex. Binds to phospholipid membranes (By similarity). {ECO:0000250}."	NA	NA	NA
"P20759"	0	""	""	""	NA	NA	NA
"P06214"	0	"Alad"	""	""	NA	NA	NA
"Q5U2R0"	0	"Mat2b"	""	""	NA	NA	NA
"Q5XIK7"	0	"Katnal1"	""	"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000255|HAMAP-Rule:MF_03024}. Cytoplasm {ECO:0000250|UniProtKB:Q9BW62}. Cytoplasm, cytoskeleton, spindle pole {ECO:0000250|UniProtKB:Q9BW62}. Cytoplasm, cytoskeleton, spindle {ECO:0000250|UniProtKB:Q9BW62}. Note=Colocalizes with microtubules throughout the basal and adluminal compartments of Sertoli cells (By similarity). Localizes within the cytoplasm, partially overlapping with microtubules, in interphase and to the mitotic spindle and spindle poles during mitosis (By similarity). {ECO:0000250|UniProtKB:Q8K0T4, ECO:0000250|UniProtKB:Q9BW62}."	NA	NA	NA
"F1LQ70"	0	"Alox12"	""	"SUBCELLULAR LOCATION: Cytoplasm, cytosol. Membrane {ECO:0000250}. Note=Membrane association is stimulated by EGF. {ECO:0000250}."	NA	NA	NA
"P07722"	3	"Mag"	"TRANSMEM 517 536 Helical. {ECO:0000255}."	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:16998591, ECO:0000269|PubMed:19367338, ECO:0000269|PubMed:8995428, ECO:0000269|PubMed:9298990}; Single-pass type I membrane protein {ECO:0000269|PubMed:16998591, ECO:0000269|PubMed:19367338, ECO:0000269|PubMed:9298990}. Membrane raft {ECO:0000269|PubMed:16998591}."	NA	NA	NA
"Q80V38"	0	"Hcfc1r1 Hpip"	""	"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}. Note=Shuttles between the nucleus and cytoplasm in a CRM1-dependent manner. {ECO:0000250}."	NA	NA	NA
"B4F7A1"	0	"Lyrm7 MZM1L"	""	"SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250}."	NA	NA	NA
"D3ZHV2"	0	"Macf1 Acf7 Aclp7 Macf"	""	"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:Q9UPN3}. Cytoplasm {ECO:0000250|UniProtKB:Q9UPN3}. Golgi apparatus {ECO:0000250|UniProtKB:Q9UPN3}. Cell membrane {ECO:0000250|UniProtKB:Q9UPN3}. Cell projection, ruffle membrane {ECO:0000250|UniProtKB:Q9UPN3}. Membrane {ECO:0000269|PubMed:16815997}. Note=The phosphorylated form is found in the cytoplasm while the non-phosphorylated form associates with the microtubules (By similarity). Localizes to the tips of microtubules. Associated with the minus-end of microtubules via interaction with CAMSAP3. APC controls its localization to the cell membrane which is critical for its function in microtubule stabilization (By similarity). {ECO:0000250|UniProtKB:Q9QXZ0, ECO:0000250|UniProtKB:Q9UPN3}."	NA	NA	NA
"P52925"	0	"Hmgb2 Hmg2"	""	"SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:P26583, ECO:0000255|PROSITE-ProRule:PRU00267}. Chromosome {ECO:0000250|UniProtKB:P26583}. Cytoplasm {ECO:0000250|UniProtKB:P26583, ECO:0000250|UniProtKB:P30681}. Secreted {ECO:0000250|UniProtKB:P26583}."	NA	NA	NA
"Q5U2M8"	0	"Mdc1"	""	"SUBCELLULAR LOCATION: Nucleus {ECO:0000250}. Chromosome {ECO:0000250}. Note=Associated with chromatin. Relocalizes to discrete nuclear foci following DNA damage, this requires phosphorylation of H2AFX. Colocalizes with APTX at sites of DNA double-strand breaks (By similarity). {ECO:0000250}."	NA	NA	NA
"Q9QYP1"	3	"Lrp4 Megf7"	"TRANSMEM 1724 1746 Helical. {ECO:0000255}."	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q8VI56}; Single-pass type I membrane protein {ECO:0000255}."	NA	NA	NA
"D4A5C3"	0	"Hmgcll1"	""	"SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250}. Endoplasmic reticulum membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}."	NA	NA	NA
"Q4V7D3"	1	"Maco1 Tmem57"	"TRANSMEM 28 48 Helical. {ECO:0000255}.; TRANSMEM 75 95 Helical. {ECO:0000255}.; TRANSMEM 120 140 Helical. {ECO:0000255}.; TRANSMEM 154 174 Helical. {ECO:0000255}."	"SUBCELLULAR LOCATION: Rough endoplasmic reticulum membrane {ECO:0000250|UniProtKB:P91193}; Multi-pass membrane protein {ECO:0000255}. Nucleus membrane {ECO:0000250|UniProtKB:P91193}; Multi-pass membrane protein {ECO:0000255}. Note=Detected in the nucleus membrane of non-neuronal cells and in axonal outgrowths of neuronal cells. {ECO:0000250|UniProtKB:Q7TQE6}."	NA	NA	NA
"Q3SWU3"	0	"Hnrnpdl Hnrpdl"	""	"SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:O14979}. Cytoplasm {ECO:0000250|UniProtKB:O14979}. Note=Shuttles between the nucleus and the cytoplasm in a TNPO1-dependent manner. {ECO:0000250|UniProtKB:O14979}."	NA	NA	NA
"Q5XIV2"	0	"March10 Rnf190"	""	""	NA	NA	NA
"O88794"	0	"Pnpo"	""	""	NA	NA	NA
"P03926"	1	"Mtnd6 mt-Nd6 Nd6"	"TRANSMEM 1 21 Helical. {ECO:0000255}.; TRANSMEM 26 48 Helical. {ECO:0000255}.; TRANSMEM 52 74 Helical. {ECO:0000255}.; TRANSMEM 86 106 Helical. {ECO:0000255}.; TRANSMEM 147 167 Helical. {ECO:0000255}."	"SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}."	NA	NA	NA
"Q6AY91"	0	"Nmrk1 Nrk1"	""	""	NA	NA	NA
"P70553"	4	"Slc11a1 Bcg Nramp1"	"TRANSMEM 40 60 Helical. {ECO:0000255}.; TRANSMEM 124 144 Helical. {ECO:0000255}.; TRANSMEM 153 173 Helical. {ECO:0000255}.; TRANSMEM 200 220 Helical. {ECO:0000255}.; TRANSMEM 246 266 Helical. {ECO:0000255}.; TRANSMEM 306 326 Helical. {ECO:0000255}.; TRANSMEM 354 374 Helical. {ECO:0000255}.; TRANSMEM 392 412 Helical. {ECO:0000255}.; TRANSMEM 423 443 Helical. {ECO:0000255}.; TRANSMEM 452 472 Helical. {ECO:0000255}."	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}."	NA	NA	NA
"Q498D5"	1	"Rmdn2 Fam82a Fam82a1"	"TRANSMEM 9 28 Helical. {ECO:0000255}."	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}. Cytoplasm. Cytoplasm, cytoskeleton, spindle {ECO:0000250}. Cytoplasm, cytoskeleton, spindle pole {ECO:0000250}. Note=In interphase localizes in the cytoplasm, and during mitosis localizes to the spindle microtubules and spindle poles. Also detected as large dots in the perinuclear region (By similarity). {ECO:0000250}."	NA	NA	NA
"Q5XIT1"	0	"Mapre3"	""	"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:Q9UPY8}. Note=Associated with the microtubule network. Detected at the plus end of microtubules. {ECO:0000250|UniProtKB:Q9UPY8}."	NA	NA	NA
"P08661"	1	"Mbl2"	""	"SUBCELLULAR LOCATION: Secreted {ECO:0000250}."	NA	NA	NA
"Q8VHF0"	0	"Mark3"	""	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:P27448}; Peripheral membrane protein {ECO:0000250|UniProtKB:P27448}. Cell projection, Neuron projection, dendrite {ECO:0000250|UniProtKB:P27448}. Cytoplasm {ECO:0000250|UniProtKB:P27448}."	NA	NA	NA
"P42930"	0	"Hspb1 Hsp27"	""	"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P04792}. Nucleus {ECO:0000250|UniProtKB:P04792}. Cytoplasm, cytoskeleton, spindle {ECO:0000250|UniProtKB:P04792}. Note=Cytoplasmic in interphase cells. Colocalizes with mitotic spindles in mitotic cells. Translocates to the nucleus during heat shock and resides in sub-nuclear structures known as SC35 speckles or nuclear splicing speckles. {ECO:0000250|UniProtKB:P04792}."	NA	NA	NA
"Q99P84"	0	"Plce1 Plce"	""	"SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250}. Cell membrane {ECO:0000250}. Golgi apparatus membrane {ECO:0000250}. Note=Recruited to plasma membrane by activated HRAS and RAP2. Recruited to perinuclear membrane by activated RAP1A. Associates with Golgi membranes (By similarity). {ECO:0000250}."	NA	NA	NA
"P20793"	0	"Mak"	""	"SUBCELLULAR LOCATION: Nucleus {ECO:0000250}. Cytoplasm {ECO:0000269|PubMed:8321219}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250}. Cytoplasm, cytoskeleton, spindle {ECO:0000250}. Midbody {ECO:0000250}. Cell projection, cilium, photoreceptor outer segment {ECO:0000250}. Photoreceptor inner segment {ECO:0000250}. Note=Localized in both the connecting cilia and the outer segment axonemes. {ECO:0000250}."	NA	NA	NA
"P70580"	1	"Pgrmc1 25dx Lewi Pgrmc"	"TRANSMEM 25 43 Helical. {ECO:0000255}."	"SUBCELLULAR LOCATION: Microsome membrane {ECO:0000250|UniProtKB:Q95250}; Single-pass membrane protein {ECO:0000255}. Smooth endoplasmic reticulum membrane {ECO:0000250|UniProtKB:O00264}; Single-pass membrane protein {ECO:0000255}."	NA	NA	NA
"Q2YDU6"	0	"Narf"	""	"SUBCELLULAR LOCATION: Nucleus {ECO:0000250}."	NA	NA	NA
"P62963"	0	"Pfn1"	""	"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton."	NA	NA	NA
"Q8CJ52"	4	"Prom2 Proml2 Trprp"	"TRANSMEM 107 127 Helical. {ECO:0000255}.; TRANSMEM 154 174 Helical. {ECO:0000255}.; TRANSMEM 435 455 Helical. {ECO:0000255}.; TRANSMEM 473 493 Helical. {ECO:0000255}.; TRANSMEM 780 800 Helical. {ECO:0000255}."	"SUBCELLULAR LOCATION: Apical cell membrane; Multi-pass membrane protein. Basolateral cell membrane; Multi-pass membrane protein. Cell projection, microvillus membrane; Multi-pass membrane protein. Cell projection, cilium membrane; Multi-pass membrane protein. Note=Localizes to the apical and basolateral membranes of epithelial cells. Associates with membrane in a cholesterol-dependent manner. Colocalizes with PROM1."	NA	NA	NA
"Q62953"	3	"Gpr50"	"TRANSMEM 18 38 Helical; Name=4. {ECO:0000255}.; TRANSMEM 63 83 Helical; Name=5. {ECO:0000255}.; TRANSMEM 114 >119 Helical; Name=6. {ECO:0000255}."	"SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein."	NA	NA	NA
"Q6BEA2"	0	"Prss27 Mpn"	""	"SUBCELLULAR LOCATION: Secreted {ECO:0000250}."	NA	NA	NA
"Q5XIP1"	0	"Pelo"	""	"SUBCELLULAR LOCATION: Nucleus {ECO:0000305}. Cytoplasm {ECO:0000250}."	NA	NA	NA
"P29524"	0	"Serpinb2 Pai2 Planh2"	""	"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Secreted, extracellular space {ECO:0000250}."	NA	NA	NA
"Q62967"	0	"Mvd Mpd"	""	""	NA	NA	NA
"Q5M969"	0	"Nanp Hdhd4"	""	""	NA	NA	NA
"Q9QUL6"	0	"Nsf Erg1"	""	"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}."	NA	NA	NA
"Q6AXY7"	0	"Prpf38b"	""	"SUBCELLULAR LOCATION: Nucleus {ECO:0000305}."	NA	NA	NA
"P04094"	0	"Penk Penk-rs Penk1"	""	"SUBCELLULAR LOCATION: Secreted."	NA	NA	NA
"P45479"	0	"Ppt1 Cln1 Ppt"	""	"SUBCELLULAR LOCATION: Lysosome {ECO:0000250|UniProtKB:P45478}. Secreted {ECO:0000269|PubMed:7916016}."	NA	NA	NA
"Q9R063"	0	"Prdx5"	""	"SUBCELLULAR LOCATION: Isoform Mitochondrial: Mitochondrion {ECO:0000250|UniProtKB:P30044}.; SUBCELLULAR LOCATION: Isoform Cytoplasmic+peroxisomal: Cytoplasm {ECO:0000250|UniProtKB:P30044}. Peroxisome matrix {ECO:0000250|UniProtKB:P30044}."	NA	NA	NA
"Q66H76"	0	"Pxn"	""	"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:P49023}. Cell junction, focal adhesion {ECO:0000250|UniProtKB:P49023}. Cytoplasm, cell cortex {ECO:0000250|UniProtKB:Q8VI36}. Note=Colocalizes with integrins at the cell periphery. Colocalizes with PXN to membrane ruffles and the leading edge of migrating cells (By similarity). {ECO:0000250|UniProtKB:P49023}."	NA	NA	NA
"Q66HE1"	0	"Pnrc2"	""	"SUBCELLULAR LOCATION: Nucleus {ECO:0000250}. Cytoplasm, P-body {ECO:0000250}."	NA	NA	NA
"Q5PQS0"	0	"Plekhm1"	""	"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}. Endosome membrane {ECO:0000250|UniProtKB:Q9Y4G2}. Lysosome {ECO:0000250|UniProtKB:Q9Y4G2}. Lysosome membrane {ECO:0000250|UniProtKB:Q9Y4G2}. Note=Localizes to the external membrane of autolysosomes. {ECO:0000250|UniProtKB:Q9Y4G2}."	NA	NA	NA
"P23271"	0	"Olr1493"	"TRANSMEM 24 48 Helical; Name=1. {ECO:0000255}.; TRANSMEM 56 77 Helical; Name=2. {ECO:0000255}.; TRANSMEM 99 118 Helical; Name=3. {ECO:0000255}.; TRANSMEM 138 156 Helical; Name=4. {ECO:0000255}.; TRANSMEM 195 217 Helical; Name=5. {ECO:0000255}.; TRANSMEM 235 258 Helical; Name=6. {ECO:0000255}.; TRANSMEM 271 290 Helical; Name=7. {ECO:0000255}."	"SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein."	NA	NA	NA
"P05710"	4	"Prlr"	"TRANSMEM 230 253 Helical. {ECO:0000250}."	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein."	NA	NA	NA
"D3Z9H7"	0	"Nfatc4 Nfat3"	""	"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q8K120}. Nucleus {ECO:0000250|UniProtKB:Q8K120}. Note=When hyperphosphorylated, localizes in the cytosol. When intracellular Ca(2+) levels increase, dephosphorylation by calcineurin/PPP3CA leads to translocation into the nucleus. MAPK7/ERK5 and MTOR regulate NFATC4 nuclear export through phosphorylation at Ser-168 and Ser-170. {ECO:0000250|UniProtKB:Q14934}."	NA	NA	NA
"Q5U2S1"	2	"Ndfip1 N4wbp5"	"TRANSMEM 117 137 Helical. {ECO:0000255}.; TRANSMEM 144 164 Helical. {ECO:0000255}.; TRANSMEM 173 193 Helical. {ECO:0000255}."	"SUBCELLULAR LOCATION: Endosome membrane {ECO:0000250|UniProtKB:Q9BT67}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q9BT67}. Golgi apparatus membrane {ECO:0000250|UniProtKB:Q9BT67}. Cell junction, synapse, synaptosome {ECO:0000250|UniProtKB:Q8R0W6}. Cell projection, Neuron projection, dendrite {ECO:0000269|PubMed:23897647}. Secreted {ECO:0000250|UniProtKB:Q9BT67}. Note=Detected in exosomes and secreted via the exosomal pathway. {ECO:0000250|UniProtKB:Q9BT67}."	NA	NA	NA
"P61107"	0	"Rab14"	""	"SUBCELLULAR LOCATION: Recycling endosome {ECO:0000250|UniProtKB:P61106}. Early endosome membrane {ECO:0000269|PubMed:15004230}; Lipid-anchor {ECO:0000305|PubMed:15004230}; Cytoplasmic side {ECO:0000305|PubMed:15004230}. Golgi apparatus membrane {ECO:0000269|PubMed:15004230}; Lipid-anchor {ECO:0000305|PubMed:15004230}; Cytoplasmic side {ECO:0000305|PubMed:15004230}. Golgi apparatus, trans-Golgi network membrane {ECO:0000269|PubMed:15004230}; Lipid-anchor {ECO:0000305|PubMed:15004230}; Cytoplasmic side {ECO:0000305|PubMed:15004230}. Cytoplasmic vesicle, phagosome {ECO:0000250|UniProtKB:P61106}. Note=Recruited to recycling endosomes by DENND6A. Recruited to phagosomes containing S.aureus or Mycobacterium. {ECO:0000250|UniProtKB:P61106}."	NA	NA	NA
"Q5EB77"	0	"Rab18"	""	""	NA	NA	NA
"P13471"	0	"Rps14"	""	""	NA	NA	NA
"Q5BJN9"	3	"Rprm"	"TRANSMEM 56 76 Helical. {ECO:0000255}."	"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}."	NA	NA	NA
"Q6AYL4"	0	"Ribc1"	""	""	NA	NA	NA
"D3ZVR7"	0	"Prxl2b Fam213b"	""	"SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250|UniProtKB:Q9DB60}."	NA	NA	NA
"Q5GAM0"	0	"Rnase10"	""	"SUBCELLULAR LOCATION: Secreted {ECO:0000250}."	NA	NA	NA
"Q66H15"	1	"Rmdn3 Fam82a2 Fam82c"	"TRANSMEM 13 35 Helical. {ECO:0000255}."	"SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000250}; Single-pass membrane protein {ECO:0000250}. Mitochondrion outer membrane {ECO:0000250}. Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}. Cytoplasm, cytoskeleton, spindle {ECO:0000250}. Cytoplasm, cytoskeleton, spindle pole {ECO:0000250}. Note=In interphase localizes in the cytoplasm, and during mitosis localizes to the spindle microtubules and spindle poles. {ECO:0000250}."	NA	NA	NA
"P35411"	4	"Cx3cr1 Rbs11"	"TRANSMEM 33 60 Helical; Name=1. {ECO:0000255}.; TRANSMEM 71 91 Helical; Name=2. {ECO:0000255}.; TRANSMEM 105 126 Helical; Name=3. {ECO:0000255}.; TRANSMEM 144 168 Helical; Name=4. {ECO:0000255}.; TRANSMEM 197 216 Helical; Name=5. {ECO:0000255}.; TRANSMEM 233 257 Helical; Name=6. {ECO:0000255}.; TRANSMEM 275 298 Helical; Name=7. {ECO:0000255}."	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:P49238}; Multi-pass membrane protein {ECO:0000255}."	NA	NA	NA
"Q5BJX5"	0	"Fam110b"	""	"SUBCELLULAR LOCATION: Cytoplasm. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250}."	NA	NA	NA
"Q66HC9"	0	"Dnai2 Dnaic2"	""	"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, cilium axoneme {ECO:0000250}."	NA	NA	NA
"M0R4F8"	0	"Dnmbp Tuba"	""	"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q6XZF7}. Golgi apparatus, Golgi stack {ECO:0000250|UniProtKB:Q6TXD4}. Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:Q6TXD4}. Cell junction, synapse {ECO:0000269|PubMed:14506234}. Cell junction {ECO:0000250|UniProtKB:Q6XZF7}. Note=Localizes to the apical junction, colocalizes with TJP1. {ECO:0000250|UniProtKB:Q6XZF7}."	NA	NA	NA
"Q06000"	2	"Lpl"	""	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:P11151}; Peripheral membrane protein {ECO:0000250|UniProtKB:P11151}; Extracellular side {ECO:0000250|UniProtKB:P11151}. Secreted {ECO:0000250|UniProtKB:P11151}. Secreted, extracellular space, extracellular matrix {ECO:0000250|UniProtKB:P11151}. Note=Newly synthesized LPL binds to cell surface heparan proteoglycans and is then released by heparanase. Subsequently, it becomes attached to heparan proteoglycan on endothelial cells. Locates to the plasma membrane of microvilli of hepatocytes with triglyceride-rich lipoproteins (TRL). Some of the bound LPL is then internalized and located inside non-coated endocytic vesicles. {ECO:0000250|UniProtKB:P11151}."	NA	NA	NA
"P04636"	0	"Mdh2 Mor1"	""	"SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:24098488}."	NA	NA	NA
"Q9ES73"	0	"Maged1 Nrage"	""	"SUBCELLULAR LOCATION: Cytoplasm. Cell membrane; Peripheral membrane protein. Nucleus {ECO:0000250}. Note=Expression shifts from the cytoplasm to the plasma membrane upon stimulation with NGF."	NA	NA	NA
"Q5M854"	1	"Mgat4a"	"TRANSMEM 7 27 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}."	"SUBCELLULAR LOCATION: Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A: Golgi apparatus membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}.; SUBCELLULAR LOCATION: Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A soluble form: Secreted {ECO:0000250}."	NA	NA	NA
"D3ZUA0"	0	"Mthfd2l"	""	"SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:21163947}; Peripheral membrane protein {ECO:0000269|PubMed:21163947}; Matrix side {ECO:0000269|PubMed:21163947}."	NA	NA	NA
"D3ZPX4"	2	"Plxna3"	"TRANSMEM 1221 1241 Helical. {ECO:0000255}."	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	NA	NA
"Q66H28"	2	"Pacc1 Tmem206"	"TRANSMEM 65 85 Helical. {ECO:0000255}.; TRANSMEM 302 318 Helical. {ECO:0000255}."	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q9H813}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q9H813}."	NA	NA	NA
"P49651"	4	"P2ry1"	"TRANSMEM 52 74 Helical; Name=1. {ECO:0000250|UniProtKB:P47900}.; TRANSMEM 88 109 Helical; Name=2. {ECO:0000250|UniProtKB:P47900}.; TRANSMEM 126 147 Helical; Name=3. {ECO:0000250|UniProtKB:P47900}.; TRANSMEM 167 188 Helical; Name=4. {ECO:0000250|UniProtKB:P47900}.; TRANSMEM 215 237 Helical; Name=5. {ECO:0000250|UniProtKB:P47900}.; TRANSMEM 261 284 Helical; Name=6. {ECO:0000250|UniProtKB:P47900}.; TRANSMEM 304 325 Helical; Name=7. {ECO:0000250|UniProtKB:P47900}."	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:7779087}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P47900}."	NA	NA	NA
"Q68G31"	0	"Pbld Mawbp"	""	""	NA	NA	NA
"Q9QX82"	4	"Cd164"	"TRANSMEM 161 181 Helical. {ECO:0000255}."	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q04900}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q04900}. Lysosome membrane {ECO:0000269|PubMed:10620506}; Single-pass type I membrane protein {ECO:0000269|PubMed:10620506}. Endosome membrane {ECO:0000269|PubMed:10620506}; Single-pass type I membrane protein {ECO:0000269|PubMed:10620506}."	NA	NA	NA
"Q9Z2X3"	0	"Psmd10"	""	"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}."	NA	NA	NA
"Q561R0"	0	"Mzb1 Pacap"	""	"SUBCELLULAR LOCATION: Endoplasmic reticulum lumen {ECO:0000250|UniProtKB:Q8WU39, ECO:0000255|PROSITE-ProRule:PRU10138}. Secreted {ECO:0000250|UniProtKB:Q8WU39}."	NA	NA	NA
"B0K011"	0	"Osr1 Odd1"	""	"SUBCELLULAR LOCATION: Nucleus {ECO:0000305}."	NA	NA	NA
"Q9JII3"	0	"Prl2a1 Prlpm"	""	"SUBCELLULAR LOCATION: Secreted {ECO:0000250}."	NA	NA	NA
"Q641W2"	0	"Myg1 C12orf10"	""	"SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q9JK81}. Mitochondrion {ECO:0000250|UniProtKB:Q9JK81}."	NA	NA	NA
"P31503"	0	"Pou2f1 Oct-1 Otf-1 Otf1"	""	"SUBCELLULAR LOCATION: Nucleus."	NA	NA	NA
